"Time","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frames_sent_total_camera","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","people_box_count","people_box_count","people_box_count","people_box_count","people_box_count","people_box_count","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","group3-node2_cpu_0","group3-node1_cpu_0","group3-node2_cpu_1","group3-node1_cpu_1","group3-node2_cpu_2","group3-node1_cpu_2","group3-node2_cpu_3","group3-node1_cpu_3","group3-node2_cpu_4","group3-node1_cpu_4","group3-node2_cpu_5","group3-node1_cpu_5","group3-node2_cpu_6","group3-node1_cpu_6","group3-node2_cpu_7","group3-node1_cpu_7","group3-node2_available_memory","group3-node1_available_memory","group3-node2_free_memory","group3-node1_free_memory"
1758838380000,undefined,undefined,undefined,174.01794700708706,undefined,undefined,76127,undefined,undefined,76117,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,74.27668571472168,undefined,undefined,undefined,undefined,undefined,undefined,74110,undefined,undefined,undefined,undefined,undefined,19.00753000518307,undefined,undefined,undefined,undefined,undefined,174.01794700708706,undefined,undefined,0.00389830508474583,0.44033898305084007,0.0037288135593220146,0.4444067796610367,0.00423728813559322,0.42389830508471865,0.0010169491525424115,0.4513559322033763,0.0022033898305083973,0.4177966101694854,0.003220338983050809,0.4415254237288012,0.003050847457627234,0.4733898305084795,0.0010169491525421706,0.39474576271184836,513.700873940678,14523.582097457627,470.5096001059322,9557.001191737289
1758838410000,undefined,undefined,undefined,175.36600500170607,undefined,undefined,76217,undefined,undefined,76207,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,79.12874221801758,undefined,undefined,undefined,undefined,undefined,undefined,74200,undefined,undefined,undefined,undefined,undefined,18.319584996788763,undefined,undefined,undefined,undefined,undefined,175.36600500170607,undefined,undefined,0.003220338983050809,0.42694915254235066,0.00457627118644061,0.4659322033898268,0.0037288135593220146,0.4457627118643944,0.001186440677966227,0.42864406779662495,0.00322033898305105,0.43288135593221816,0.002711864406779603,0.44847457627117165,0.002711864406779844,0.4666101694915057,0.0016949152542371918,0.40864406779662005,3082.0974576271187,14523.21808792373,2822.951602224576,9556.595736228814
1758838440000,undefined,undefined,undefined,152.02532300463645,undefined,undefined,76307,undefined,undefined,76297,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,67.47651100158691,undefined,undefined,undefined,undefined,undefined,undefined,74290,undefined,undefined,undefined,undefined,undefined,22.648251004284248,undefined,undefined,undefined,undefined,undefined,152.02532300463645,undefined,undefined,0.0033898305084746243,0.3903389830508277,0.003220338983050809,0.4988135593220388,0.0033898305084743836,0.4679661016948943,0.001525423728813617,0.4003389830508302,0.0037288135593220146,0.46084745762712725,0.001525423728813617,0.412711864406755,0.003559322033898199,0.4762711864406841,0.002711864406779844,0.4072881355932006,2568.397775423729,14022.000728283898,2352.4420021186443,9226.59421345339
1758838470000,undefined,undefined,undefined,141.29423900158145,undefined,undefined,76397,undefined,undefined,76387,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,74.40972328186035,undefined,undefined,undefined,undefined,undefined,undefined,74380,undefined,undefined,undefined,undefined,undefined,23.293081001611426,undefined,undefined,undefined,undefined,undefined,141.29423900158145,undefined,undefined,0.003220338983050809,0.4016949152542496,0.003559322033898199,0.46898305084745884,0.003050847457627234,0.44355932203389953,0.0016949152542371918,0.4166101694915242,0.0028813559322034186,0.4355932203389645,0.0016949152542371918,0.42101694915251403,0.004067796610169405,0.4632203389830496,0.0028813559322034186,0.40661016949152173,1027.322033898305,15022.787870762711,940.9378310381356,9884.804356461864
1758838500000,undefined,undefined,undefined,101.37781699449988,undefined,undefined,76487,undefined,undefined,76477,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,77.66127586364746,undefined,undefined,undefined,undefined,undefined,undefined,74471,undefined,undefined,undefined,undefined,undefined,21.161663004022557,undefined,undefined,undefined,undefined,undefined,101.37781699449988,undefined,undefined,0.003050847457627234,0.4203389830508351,0.0033898305084746243,0.43406779661017936,0.0037288135593222553,0.4316949152542262,0.0013559322033898015,0.4233898305084672,0.003050847457627234,0.42864406779659414,0.002372881355932213,0.42661016949152664,0.0037288135593220146,0.4501694915254151,0.002033898305084823,0.4037288135593479,2054.62546345339,15022.516618114407,1881.8557997881355,9884.495895127118
1758838530000,undefined,undefined,undefined,146.47267499822192,undefined,undefined,76577,undefined,undefined,76567,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,69.74959373474121,undefined,undefined,undefined,undefined,undefined,undefined,74560,undefined,undefined,undefined,undefined,undefined,22.26255899586249,undefined,undefined,undefined,undefined,undefined,146.47267499822192,undefined,undefined,0.00355932203389844,0.3960815551751741,0.0025423728813560287,0.41319932884767213,0.002881355932203178,0.4033693202040759,0.001525423728813617,0.4115044997711783,0.003220338983050809,0.4133688117553246,0.0033898305084746243,0.4045557005576123,0.00355932203389844,0.46268833788111235,0.0018644067796610073,0.35269393081706846,2568.2345736228813,13018.963945689202,1881.811374470339,8566.204327004558
1758838560000,undefined,undefined,undefined,190.33763199695386,undefined,undefined,76667,undefined,undefined,76657,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,68.02511215209961,undefined,undefined,undefined,undefined,undefined,undefined,74650,undefined,undefined,undefined,undefined,undefined,18.604314005642664,undefined,undefined,undefined,undefined,undefined,190.33763199695386,undefined,undefined,0.004406779661016795,0.39123285813570974,0.0033898305084746243,0.3817402064651812,0.002033898305084582,0.39377553269034254,0.0022033898305083973,0.39106334649873215,0.0033898305084743836,0.37699388062990147,0.004067796610169405,0.40225111453903645,0.003220338983050809,0.4212364178800627,0.001525423728813617,0.3530927398165871,2054.56640625,14524.039266311254,1411.3340836864406,9556.612781389316
1758838590000,undefined,undefined,undefined,159.42479200020898,undefined,undefined,76757,undefined,undefined,76747,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,67.33560562133789,undefined,undefined,undefined,undefined,undefined,undefined,74740,undefined,undefined,undefined,undefined,undefined,16.32679700560402,undefined,undefined,undefined,undefined,undefined,159.42479200020898,undefined,undefined,0.0038983050847455894,0.42864406779659414,0.0033898305084746243,0.36372881355930725,0.0033898305084746243,0.4147457627118533,0.0028813559322034186,0.4010169491525399,0.0033898305084746243,0.40186440677964624,0.004406779661017036,0.41372881355931956,0.003220338983050809,0.41152542372882467,0.001186440677966227,0.3988135593220142,1540.8863215042372,15524.646186440677,1411.3016419491526,10215.228217690677
1758838620000,undefined,undefined,undefined,70.34626799577381,undefined,undefined,76847,undefined,undefined,76837,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,78.03869247436523,undefined,undefined,undefined,undefined,undefined,undefined,74831,undefined,undefined,undefined,undefined,undefined,19.333021002239548,undefined,undefined,undefined,undefined,undefined,70.34626799577381,undefined,undefined,0.0028813559322034186,0.40881355932201663,0.0028813559322034186,0.3894915254237214,0.0037288135593220146,0.4057627118644154,0.002711864406779603,0.40440677966102684,0.003050847457627234,0.3966101694915193,0.00423728813559322,0.4330508474576148,0.002711864406779844,0.43186440677968446,0.0018644067796610073,0.3920338983050712,3081.68703654661,13521.895127118643,2822.5170815677966,8897.52780720339
1758838650000,undefined,undefined,undefined,113.05540500325151,undefined,undefined,76937,undefined,undefined,76927,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,76.58648490905762,undefined,undefined,undefined,undefined,undefined,undefined,74920,undefined,undefined,undefined,undefined,undefined,19.499130998156033,undefined,undefined,undefined,undefined,undefined,113.05540500325151,undefined,undefined,0.003050847457627234,0.39474576271184836,0.0028813559322034186,0.43457627118643083,0.00355932203389844,0.412711864406755,0.0022033898305083973,0.42220338983053685,0.00355932203389844,0.4216949152542237,0.004915254237288001,0.4077966101694829,0.0025423728813557876,0.4393220338983063,0.0022033898305083973,0.393559322033918,2054.4128045550847,13521.201933262711,1881.6315545550847,8896.79435911017
1758838680000,undefined,undefined,undefined,71.21841000480345,undefined,undefined,77027,undefined,undefined,77017,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,71.88916206359863,undefined,undefined,undefined,undefined,undefined,undefined,75010,undefined,undefined,undefined,undefined,undefined,19.04874300089432,undefined,undefined,undefined,undefined,undefined,71.21841000480345,undefined,undefined,0.0030508474576269934,0.38745762711865395,0.002711864406779603,0.413898305084747,0.00389830508474583,0.41644067796609674,0.0016949152542371918,0.39474576271184836,0.004067796610169405,0.4233898305084672,0.004745762711864426,0.37271186440677595,0.0018644067796610073,0.42067796610169,0.0022033898305083973,0.39101694915253743,2567.9017478813557,13020.278601694916,2351.920219809322,8567.11142743644
1758838710000,undefined,undefined,undefined,127.97096800204599,undefined,undefined,77117,undefined,undefined,77107,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,73.63319396972656,undefined,undefined,undefined,undefined,undefined,undefined,75099,undefined,undefined,undefined,undefined,undefined,28.326968000328634,undefined,undefined,undefined,undefined,undefined,127.97096800204599,undefined,undefined,0.0033898305084746243,0.37474576271187426,0.003559322033898199,0.37949152542371895,0.003220338983050809,0.398813559322045,0.002033898305084823,0.3552542372881208,0.004067796610169405,0.3827118644067784,0.004067796610169646,0.36542372881358154,0.0018644067796610073,0.381016949152535,0.0030508474576269934,0.38542372881355563,2567.8618246822034,15023.340240995763,2351.8789724576272,9885.024496822034
1758838740000,undefined,undefined,undefined,29.010047001065686,undefined,undefined,77207,undefined,undefined,77197,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,78.50289344787598,undefined,undefined,undefined,undefined,undefined,undefined,75190,undefined,undefined,undefined,undefined,undefined,24.856193995219655,undefined,undefined,undefined,undefined,undefined,29.010047001065686,undefined,undefined,0.004067796610169646,0.37491525423727085,0.003220338983050809,0.3800000000000012,0.002711864406779603,0.3872881355931957,0.002711864406779603,0.36169491525423975,0.00355932203389844,0.3861016949152345,0.0033898305084743836,0.3638983050847655,0.0028813559322034186,0.3640677966101621,0.003050847457627234,0.3991525423728999,1027.1128177966102,16024.891022245763,940.7135858050848,10543.983050847457
1758838770000,undefined,undefined,undefined,190.88458800251829,undefined,undefined,77297,undefined,undefined,77287,undefined,undefined,undefined,undefined,undefined,9,undefined,undefined,undefined,undefined,undefined,61.944007873535156,undefined,undefined,undefined,undefined,undefined,undefined,75279,undefined,undefined,undefined,undefined,undefined,17.866743997728918,undefined,undefined,undefined,undefined,undefined,190.88458800251829,undefined,undefined,0.005084745762711816,0.3779661016949029,0.0022033898305083973,0.3764406779660869,0.003559322033898199,0.3771186440677966,0.0022033898305083973,0.3686440677966102,0.0033898305084746243,0.3800000000000012,0.003050847457627234,0.37677966101694177,0.002372881355932213,0.3788135593220401,0.003050847457627234,0.3722033898305245,1027.1079184322034,14523.287341101695,940.7057733050848,9556.172868114407
1758838800000,undefined,undefined,undefined,31.83588999672793,undefined,undefined,77387,undefined,undefined,77377,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,76.09796524047852,undefined,undefined,undefined,undefined,undefined,undefined,75364,undefined,undefined,undefined,undefined,undefined,24.292164998769294,undefined,undefined,undefined,undefined,undefined,31.83588999672793,undefined,undefined,0.004406779661017036,0.39389830508474205,0.0013559322033898015,0.3728813559322034,0.003220338983050809,0.39779661016951123,0.0010169491525424115,0.36593220338983296,0.004067796610169646,0.3952542372881615,0.003050847457627234,0.38491525423730416,0.0022033898305083973,0.40271186440678336,0.00389830508474583,0.36932203389831986,1540.641816737288,15524.451204978814,1411.0409163135594,10214.73503707627
1758838830000,undefined,undefined,undefined,90.2702289968147,undefined,undefined,77477,undefined,undefined,77467,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,74.71752166748047,undefined,undefined,undefined,undefined,undefined,undefined,75440,undefined,undefined,undefined,undefined,undefined,20.137081999564543,undefined,undefined,undefined,undefined,undefined,90.2702289968147,undefined,undefined,0.004067796610169405,0.32133959290207187,0.0022033898305083973,0.3387963323898748,0.003050847457627234,0.34845685812584937,0.0016949152542371918,0.309814755181951,0.003220338983050809,0.33710150331341177,0.0033898305084746243,0.32710201176210146,0.0030508474576269934,0.3493042726641117,0.0033898305084743836,0.3210006270867361,2054.1676377118642,15022.996976848633,1881.364406779661,9884.78214296307
1758838860000,undefined,undefined,undefined,98.2348670004285,undefined,undefined,77567,undefined,undefined,77557,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,75.61492919921875,undefined,undefined,undefined,undefined,undefined,undefined,75530,undefined,undefined,undefined,undefined,undefined,18.991826997080352,undefined,undefined,undefined,undefined,undefined,98.2348670004285,undefined,undefined,0.004067796610169405,0.30661016949152786,0.003220338983050809,0.3054237288135359,0.0030508474576269934,0.3144067796610355,0.0025423728813557876,0.30322033898304096,0.002372881355932213,0.3089830508474502,0.0033898305084746243,0.2971186440678077,0.0037288135593220146,0.31305084745764683,0.003220338983050809,0.3045762711864604,2054.094941737288,14022.24953654661,1881.290254237288,9226.275820974577
1758838890000,undefined,undefined,undefined,31.16809600032866,undefined,undefined,77657,undefined,undefined,77647,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,74.24139976501465,undefined,undefined,undefined,undefined,undefined,undefined,75614,undefined,undefined,undefined,undefined,undefined,24.602793004305568,undefined,undefined,undefined,undefined,undefined,31.16809600032866,undefined,undefined,0.0028813559322034186,0.32355932203390075,0.0028813559322034186,0.3081355932203439,0.0025423728813557876,0.3071186440678102,0.0028813559322034186,0.33372881355933065,0.0028813559322034186,0.32135593220340586,0.0030508474576269934,0.3144067796610046,0.003220338983050809,0.31796610169491896,0.00389830508474583,0.3108474576271211,1540.5225768008474,12520.838652012711,1410.9181011652543,8238.649430614407
1758838920000,undefined,undefined,undefined,32.45607399730943,undefined,undefined,77747,undefined,undefined,77737,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,77.52799987792969,undefined,undefined,undefined,undefined,undefined,undefined,75682,undefined,undefined,undefined,undefined,undefined,26.385426994238514,undefined,undefined,undefined,undefined,undefined,32.45607399730943,undefined,undefined,0.002033898305084823,0.29135593220339845,0.003220338983050809,0.297966101694914,0.002711864406779603,0.2750847457627045,0.00322033898305105,0.29135593220336764,0.003220338983050809,0.2867796610169504,0.0033898305084746243,0.2844067796609972,0.003220338983050809,0.2886440677966213,0.0030508474576269934,0.2842372881356006,513.5048331567797,13522.78330243644,470.30217161016947,8897.94968220339
1758838950000,undefined,undefined,undefined,159.4700810019276,undefined,undefined,77837,undefined,undefined,77827,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,71.23470306396484,undefined,undefined,undefined,undefined,undefined,undefined,75771,undefined,undefined,undefined,undefined,undefined,17.430315994715784,undefined,undefined,undefined,undefined,undefined,159.4700810019276,undefined,undefined,0.0030508474576269934,0.30305084745761357,0.004067796610169405,0.33711864406781755,0.002372881355932213,0.31118644067797596,0.002372881355932213,0.3135593220338983,0.0025423728813560287,0.32186440677965733,0.00322033898305105,0.29542372881356427,0.004406779661017036,0.329661016949134,0.002372881355932213,0.31661016949153037,513.5021848516949,14523.872881355932,470.29846398305085,9556.42372881356
1758838980000,undefined,undefined,undefined,132.07820100069512,undefined,undefined,77927,undefined,undefined,77917,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,81.37226104736328,undefined,undefined,undefined,undefined,undefined,undefined,75861,undefined,undefined,undefined,undefined,undefined,19.861726999806706,undefined,undefined,undefined,undefined,undefined,132.07820100069512,undefined,undefined,0.00423728813559322,0.36423728813558953,0.0037288135593220146,0.3901694915254311,0.002033898305084823,0.3654237288135507,0.002372881355932213,0.4016949152542496,0.0028813559322034186,0.3947457627118792,0.0033898305084746243,0.36593220338983296,0.004067796610169405,0.4067796610169492,0.002033898305084823,0.37305084745763084,2567.4669623940677,15525.276152012711,2351.4506091101694,10215.198953919491
1758839010000,undefined,undefined,undefined,99.25570499763126,undefined,undefined,78017,undefined,undefined,78007,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,78.42111587524414,undefined,undefined,undefined,undefined,undefined,undefined,75951,undefined,undefined,undefined,undefined,undefined,18.258734002301935,undefined,undefined,undefined,undefined,undefined,99.25570499763126,undefined,undefined,0.003050847457627234,0.3791525423728949,0.002711864406779603,0.3542372881355871,0.0028813559322034186,0.3554237288135482,0.002033898305084823,0.38288135593220585,0.004067796610169646,0.37610169491523204,0.003220338983050809,0.37559322033898057,0.002881355932203178,0.3823728813559544,0.002372881355932213,0.36288135593220094,2567.4472325211864,15024.64592161017,2351.430217161017,9885.824417372882
1758839040000,undefined,undefined,undefined,87.85087700380245,undefined,undefined,78107,undefined,undefined,78097,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,77.85582542419434,undefined,undefined,undefined,undefined,undefined,undefined,76034,undefined,undefined,undefined,undefined,undefined,18.33301499573281,undefined,undefined,undefined,undefined,undefined,87.85087700380245,undefined,undefined,0.0030508474576269934,0.32389830508475564,0.002033898305084823,0.31593220338985145,0.003050847457627234,0.32525423728814423,0.001186440677966227,0.31508474576271434,0.005254237288135391,0.312711864406792,0.0018644067796610073,0.3406779661017011,0.0028813559322034186,0.3355932203390016,0.002711864406779603,0.30135593220340096,2567.4375662076272,13021.410685911016,2351.4181673728813,8567.72841631356
1758839070000,undefined,undefined,undefined,23.988838998775464,undefined,undefined,78197,undefined,undefined,78187,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,78.99832725524902,undefined,undefined,undefined,undefined,undefined,undefined,76124,undefined,undefined,undefined,undefined,undefined,17.38891399872955,undefined,undefined,undefined,undefined,undefined,23.988838998775464,undefined,undefined,0.002711864406779603,0.29118644067797106,0.0028813559322034186,0.2876271186440567,0.002372881355932213,0.30101694915254606,0.002033898305084823,0.2898305084745516,0.005084745762711816,0.2835593220338909,0.0018644067796610073,0.3072881355932376,0.00322033898305105,0.31423728813557716,0.002033898305084582,0.2635593220339168,3080.8939353813557,13522.715969279661,2821.66843220339,8897.698490466102
1758839100000,undefined,undefined,undefined,32.48283499851823,undefined,undefined,78287,undefined,undefined,78277,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,77.1036148071289,undefined,undefined,undefined,undefined,undefined,undefined,76197,undefined,undefined,undefined,undefined,undefined,25.922609005647246,undefined,undefined,undefined,undefined,undefined,32.48283499851823,undefined,undefined,0.002033898305084823,0.26118644067796365,0.0033898305084743836,0.25864406779658305,0.0018644067796610073,0.27864406779658796,0.0028813559322034186,0.27644067796612387,0.004915254237288242,0.26338983050848935,0.002372881355932213,0.2898305084745824,0.0025423728813557876,0.2716949152542484,0.0016949152542374327,0.25949152542372017,3080.818657309322,14023.864141949152,2821.586467161017,9227.513903601695
1758839130000,undefined,undefined,undefined,81.66629900370026,undefined,undefined,78377,undefined,undefined,78367,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,69.5028305053711,undefined,undefined,undefined,undefined,undefined,undefined,76280,undefined,undefined,undefined,undefined,undefined,17.801385001803283,undefined,undefined,undefined,undefined,undefined,81.66629900370026,undefined,undefined,0.0028813559322034186,0.25101694915253375,0.002711864406779603,0.2683050847457615,0.002033898305084582,0.2728813559322096,0.003050847457627234,0.28322033898306687,0.00457627118644061,0.2630508474576345,0.002711864406779603,0.28254237288135714,0.0022033898305083973,0.2657627118644117,0.00355932203389844,0.27728813559319937,3594.221133474576,13523.343551377118,3291.7803893008477,8898.256620762711
1758839160000,undefined,undefined,undefined,68.85981200321112,undefined,undefined,78467,undefined,undefined,78457,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,77.03232765197754,undefined,undefined,undefined,undefined,undefined,undefined,76370,undefined,undefined,undefined,undefined,undefined,18.26120800251374,undefined,undefined,undefined,undefined,undefined,68.85981200321112,undefined,undefined,0.0033898305084743836,0.31847457627120124,0.002372881355932213,0.3318644067796598,0.0022033898305083973,0.3216949152542607,0.0028813559322034186,0.3423728813559445,0.003559322033898199,0.33067796610169864,0.0016949152542371918,0.3264406779661054,0.00389830508474583,0.35016949152542126,0.003559322033898199,0.3128813559321886,1026.890625,16526.917439088982,940.4774894067797,10873.987089512711
1758839190000,undefined,undefined,undefined,64.34365400491515,undefined,undefined,78557,undefined,undefined,78547,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,75.8206844329834,undefined,undefined,undefined,undefined,undefined,undefined,76460,undefined,undefined,undefined,undefined,undefined,20.986859999538865,undefined,undefined,undefined,undefined,undefined,64.34365400491515,undefined,undefined,0.0037288135593220146,0.35120429852364266,0.002711864406779844,0.3564588029899936,0.0033898305084746243,0.34578029391324366,0.0022033898305083973,0.3713748156685908,0.002711864406779603,0.36442530976151327,0.0013559322033898015,0.37256131667711173,0.0037288135593220146,0.37645981999083217,0.0030508474576269934,0.32730477820908366,1540.2362288135594,17530.623511576858,1410.6147378177966,11534.743556875772
1758839220000,undefined,undefined,undefined,197.02039799449267,undefined,undefined,78647,undefined,undefined,78637,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,55.9382438659668,undefined,undefined,undefined,undefined,undefined,undefined,76547,undefined,undefined,undefined,undefined,undefined,18.71558199491119,undefined,undefined,undefined,undefined,undefined,197.02039799449267,undefined,undefined,0.0037288135593220146,0.3364406779661079,0.0025423728813560287,0.35627118644068534,0.004406779661017036,0.33694915254239016,0.0022033898305083973,0.3640677966101621,0.0025423728813557876,0.3599999999999963,0.0016949152542374327,0.3584745762711803,0.0022033898305083973,0.3605084745762786,0.003220338983050809,0.31593220338982064,1540.2362288135594,16028.44299523305,1410.6147378177966,10546.732852224577
1758839250000,undefined,undefined,undefined,155.59971800394123,undefined,undefined,78737,undefined,undefined,78727,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,78.07064056396484,undefined,undefined,undefined,undefined,undefined,undefined,76637,undefined,undefined,undefined,undefined,undefined,18.621729999722447,undefined,undefined,undefined,undefined,undefined,155.59971800394123,undefined,undefined,0.002711864406779844,0.3969491525423741,0.002711864406779603,0.3833898305084881,0.00389830508474583,0.3996610169491513,0.002033898305084823,0.38915254237289737,0.003050847457627234,0.38915254237286656,0.0016949152542371918,0.41542372881356304,0.0038983050847455894,0.4242372881355735,0.002711864406779844,0.34864406779660523,1026.8032971398304,15526.44372351695,940.3866525423729,10215.997285487289
1758839280000,undefined,undefined,undefined,144.28701900033047,undefined,undefined,78827,undefined,undefined,78817,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,78.62496376037598,undefined,undefined,undefined,undefined,undefined,undefined,76727,undefined,undefined,undefined,undefined,undefined,19.153069995809346,undefined,undefined,undefined,undefined,undefined,144.28701900033047,undefined,undefined,0.0025423728813560287,0.4579661016948918,0.002711864406779603,0.4196610169491254,0.004406779661016795,0.4649152542372622,0.0022033898305086385,0.42169491525425457,0.0025423728813560287,0.4267796610169541,0.002372881355932213,0.47271186440676977,0.00423728813559322,0.47847457627117906,0.002372881355932213,0.4079661016949103,1026.803561970339,15526.121424788136,940.3866525423729,10215.633342161016
1758839310000,undefined,undefined,undefined,185.59827499848325,undefined,undefined,78917,undefined,undefined,78907,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,77.46124267578125,undefined,undefined,undefined,undefined,undefined,undefined,76817,undefined,undefined,undefined,undefined,undefined,19.792242004768923,undefined,undefined,undefined,undefined,undefined,185.59827499848325,undefined,undefined,0.003050847457627234,0.46084745762712725,0.002372881355932213,0.4211864406779723,0.0037288135593220146,0.4440677966101818,0.0025423728813557876,0.44847457627120246,0.0033898305084746243,0.4559322033898243,0.002372881355932213,0.42999999999998273,0.00355932203389844,0.46711864406778797,0.002033898305084582,0.4140677966101744,1540.1659825211864,16527.76449947034,1410.537341101695,10874.618445444916
1758839340000,undefined,undefined,undefined,171.9062549964292,undefined,undefined,79007,undefined,undefined,78997,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,77.05950736999512,undefined,undefined,undefined,undefined,undefined,undefined,76907,undefined,undefined,undefined,undefined,undefined,18.592055996123236,undefined,undefined,undefined,undefined,undefined,171.9062549964292,undefined,undefined,0.0030508474576269934,0.45915254237288383,0.002711864406779603,0.4152542372881356,0.002711864406779603,0.41593220338981446,0.0016949152542371918,0.4740677966101892,0.004406779661016795,0.45440677966100834,0.0018644067796610073,0.41491525423728076,0.004067796610169405,0.4747457627118681,0.0025423728813560287,0.39372881355931466,1540.1665121822034,16528.1843220339,1410.537341101695,10875.00966631356
1758839370000,undefined,undefined,undefined,153.1129860013607,undefined,undefined,79097,undefined,undefined,79087,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,77.99005508422852,undefined,undefined,undefined,undefined,undefined,undefined,76997,undefined,undefined,undefined,undefined,undefined,18.781159997161012,undefined,undefined,undefined,undefined,undefined,153.1129860013607,undefined,undefined,0.0033898305084746243,0.42694915254235066,0.0030508474576269934,0.4559322033898243,0.0033898305084746243,0.43966101694913035,0.0018644067796610073,0.44644067796610415,0.00355932203389844,0.4605084745762724,0.0016949152542371918,0.4179661016949128,0.003220338983050809,0.47220338983051835,0.0028813559322034186,0.38881355932204253,2053.4792108050847,15526.542108050848,1880.6319518008474,10215.943591101695
1758839400000,undefined,undefined,undefined,133.90374099981273,undefined,undefined,79187,undefined,undefined,79177,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,71.95591926574707,undefined,undefined,undefined,undefined,undefined,undefined,77087,undefined,undefined,undefined,undefined,undefined,19.04968400049256,undefined,undefined,undefined,undefined,undefined,133.90374099981273,undefined,undefined,0.0037288135593220146,0.40627118644066684,0.0028813559322034186,0.4533898305084746,0.0033898305084746243,0.4406779661016949,0.002711864406779603,0.41728813559320305,0.0033898305084746243,0.4420338983050835,0.0015254237288133763,0.41220338983050353,0.0033898305084746243,0.452033898305086,0.003559322033898199,0.39423728813559694,2566.837592690678,14523.212261652543,2350.7789327330506,9555.162738347457
1758839430000,undefined,undefined,undefined,112.27947100269375,undefined,undefined,79277,undefined,undefined,79267,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,76.64275169372559,undefined,undefined,undefined,undefined,undefined,undefined,77177,undefined,undefined,undefined,undefined,undefined,22.984338000242133,undefined,undefined,undefined,undefined,undefined,112.27947100269375,undefined,undefined,0.0033898305084746243,0.3833898305084881,0.002372881355932213,0.4208474576271174,0.003559322033898199,0.3884745762711877,0.0018644067796610073,0.42728813559320555,0.004067796610169646,0.41559322033899043,0.0013559322033900425,0.3994915254237239,0.004406779661017036,0.45440677966100834,0.003220338983050809,0.3530508474576259,2053.3931408898306,14021.777012711864,1880.5420418432204,9224.969743114407
