"Time","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frames_sent_total_camera","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","frames_sent_total_detector","people_box_count","people_box_count","people_box_count","people_box_count","people_box_count","people_box_count","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","detector_frame_latency","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","classifier_frames_processed_total","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","object_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","frame_classify_latency","group3-node2_cpu_0","group3-node1_cpu_0","group3-node2_cpu_1","group3-node1_cpu_1","group3-node2_cpu_2","group3-node1_cpu_2","group3-node2_cpu_3","group3-node1_cpu_3","group3-node2_cpu_4","group3-node1_cpu_4","group3-node2_cpu_5","group3-node1_cpu_5","group3-node2_cpu_6","group3-node1_cpu_6","group3-node2_cpu_7","group3-node1_cpu_7","group3-node2_available_memory","group3-node1_available_memory","group3-node2_free_memory","group3-node1_free_memory"
1758883380000,undefined,undefined,24.969548001536168,undefined,undefined,undefined,1803,undefined,undefined,undefined,1793,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,76.63846015930176,undefined,undefined,undefined,undefined,1722,undefined,undefined,undefined,undefined,undefined,21.756582995294593,undefined,undefined,undefined,undefined,undefined,24.969548001536168,undefined,undefined,undefined,0.03728813559322111,0.2711864406779661,0.038135593220338986,0.28372881355934915,0.03711864406779657,0.27474576271191126,0.04288135593220341,0.28864406779659046,0.042542372881355775,0.2750847457627045,0.038813559322034244,0.2855932203389584,0.04000000000000023,0.2784745762711914,0.0445762711864406,0.2835593220338909,8201.257680084746,13529.253509004237,11096.09143273305,8879.811970338984
1758883440000,undefined,undefined,95.4173579957569,undefined,undefined,undefined,1983,undefined,undefined,undefined,1973,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,81.34198188781738,undefined,undefined,undefined,undefined,1880,undefined,undefined,undefined,undefined,undefined,18.63319099356886,undefined,undefined,undefined,undefined,undefined,95.4173579957569,undefined,undefined,undefined,0.0037288135593215328,0.2676271186440826,0.002881355932203178,0.28033898305086224,0.0037288135593215328,0.27084745762711127,0.0033898305084748654,0.272203389830469,0.0033898305084743836,0.2738983050847433,0.002033898305084823,0.2774576271186268,0.0037288135593215328,0.28372881355928753,0.002711864406779603,0.2671186440677695,8180.89936440678,15032.282309322034,5123.065280720339,10194.919292902543
1758883500000,undefined,undefined,175.66110799089074,undefined,undefined,undefined,2163,undefined,undefined,undefined,2153,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,59.633493423461914,undefined,undefined,undefined,undefined,2057,undefined,undefined,undefined,undefined,undefined,18.658218992641196,undefined,undefined,undefined,undefined,undefined,175.66110799089074,undefined,undefined,undefined,0.004406779661016795,0.3774576271185898,0.004067796610169646,0.3745762711864777,0.0037288135593224964,0.36983050847457133,0.002881355932203178,0.37508474576272915,0.004576271186441333,0.3647457627118718,0.0033898305084743836,0.38118644067799323,0.00423728813559322,0.40322033898306564,0.0038983050847455894,0.3401694915254188,5112.616326800848,14530.952330508475,4268.9108183262715,9536.921279131357
1758883560000,undefined,undefined,132.69305499852635,undefined,undefined,undefined,2343,undefined,undefined,undefined,2333,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,78.13215255737305,undefined,undefined,undefined,undefined,2236,undefined,undefined,undefined,undefined,undefined,18.94620299572125,undefined,undefined,undefined,undefined,undefined,132.69305499852635,undefined,undefined,undefined,0.003050847457627234,0.4072881355932006,0.0033898305084743836,0.4389830508474823,0.003220338983050809,0.41576271186438707,0.0033898305084743836,0.4220338983051094,0.004067796610169646,0.41915254237287397,0.0028813559322036597,0.41372881355931956,0.004406779661016795,0.46237288135597415,0.00355932203389844,0.3733898305085165,4090.4453125,14529.869835805084,2134.712989936441,9535.741459216102
1758883620000,undefined,undefined,69.02029100456275,undefined,undefined,undefined,2523,undefined,undefined,undefined,2513,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,75.89530944824219,undefined,undefined,undefined,undefined,2386,undefined,undefined,undefined,undefined,undefined,22.6835170033155,undefined,undefined,undefined,undefined,undefined,69.02029100456275,undefined,undefined,undefined,0.003898305084746071,0.2906779661017196,0.0037288135593220146,0.29677966101698366,0.0035593220338979584,0.3162711864406755,0.003050847457627234,0.27813559322033654,0.004406779661016795,0.3110169491525794,0.00423728813559322,0.29389830508474823,0.003389830508475347,0.31237288135593716,0.0035593220338979584,0.2957627118644191,2556.659494173729,14530.23371292373,2134.7820444915255,9536.005561440677
1758883680000,undefined,undefined,52.601982999476604,undefined,undefined,undefined,2703,undefined,undefined,undefined,2693,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,77.11410522460938,undefined,undefined,undefined,undefined,2561,undefined,undefined,undefined,undefined,undefined,21.239234003587626,undefined,undefined,undefined,undefined,undefined,52.601982999476604,undefined,undefined,undefined,0.004915254237288482,0.3122033898305405,0.002033898305084823,0.30576271186435994,0.0035593220338989216,0.3003389830508672,0.004576271186440851,0.3144067796610046,0.00423728813559322,0.3162711864406755,0.002711864406779603,0.320677966101727,0.0035593220338979584,0.30406779661014727,0.002372881355932454,0.2852542372881652,4601.71438029661,14028.768935381357,3415.3832097457625,9206.673397775423
1758883740000,undefined,undefined,62.84323400177527,undefined,undefined,undefined,2883,undefined,undefined,undefined,2873,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,78.7510871887207,undefined,undefined,undefined,undefined,2733,undefined,undefined,undefined,undefined,undefined,28.456995001761243,undefined,undefined,undefined,undefined,undefined,62.84323400177527,undefined,undefined,undefined,0.0038983050847451075,0.3196610169491624,0.003220338983050809,0.33661016949153527,0.005762711864406356,0.32915254237285174,0.0033898305084743836,0.3191525423728493,0.0033898305084743836,0.3406779661016702,0.0016949152542371918,0.3152542372881109,0.005254237288135632,0.33101694915252267,0.002881355932203178,0.30949152542376335,3578.725370762712,14029.047338453389,2988.081898834746,9206.861096398305
1758883800000,undefined,undefined,32.84876499674283,undefined,undefined,undefined,3063,undefined,undefined,undefined,3053,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,79.24175262451172,undefined,undefined,undefined,undefined,2908,undefined,undefined,undefined,undefined,undefined,26.09201600716915,undefined,undefined,undefined,undefined,undefined,32.84876499674283,undefined,undefined,undefined,0.0037288135593215328,0.33355932203390326,0.0033898305084748654,0.33508474576271924,0.004406779661016795,0.3410169491525251,0.0038983050847455894,0.3320338983050872,0.0028813559322036597,0.34084745762712854,0.001525423728813617,0.3232203389830459,0.00457627118644037,0.3152542372881109,0.0033898305084743836,0.33067796610172945,1022.4451138771186,13527.59951006356,853.6865730932203,8877.524563029661
1758883860000,undefined,undefined,150.2296539983945,undefined,undefined,undefined,3243,undefined,undefined,undefined,3233,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,84.40637588500977,undefined,undefined,undefined,undefined,3083,undefined,undefined,undefined,undefined,undefined,18.051837003440596,undefined,undefined,undefined,undefined,undefined,150.2296539983945,undefined,undefined,undefined,0.004745762711864908,0.34135593220337995,0.002711864406779603,0.34474576271186685,0.004406779661017758,0.3369491525423285,0.004406779661016795,0.3303389830508746,0.003898305084746071,0.3374576271186416,0.0022033898305083973,0.3483050847457504,0.0037288135593224964,0.36338983050845236,0.0025423728813560287,0.33627118644068044,3067.41750529661,13027.070378707627,2561.1293034957625,8549.149033368643
1758883920000,undefined,undefined,146.25290900585242,undefined,undefined,undefined,3423,undefined,undefined,undefined,3413,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,75.47783851623535,undefined,undefined,undefined,undefined,3256,undefined,undefined,undefined,undefined,undefined,18.50214399746619,undefined,undefined,undefined,undefined,undefined,146.25290900585242,undefined,undefined,undefined,0.0038983050847451075,0.36338983050851403,0.0037288135593220146,0.3418644067796314,0.003050847457626271,0.3611864406779883,0.00355932203389844,0.3577966101695014,0.003220338983050809,0.36084745762713344,0.0032203389830512907,0.35728813559324996,0.0037288135593215328,0.3493220338982533,0.0025423728813560287,0.35779661016943975,2044.9165121822034,15030.301906779661,1707.3808924788136,9863.370828919491
1758883980000,undefined,undefined,29.83585999754723,undefined,undefined,undefined,3603,undefined,undefined,undefined,3593,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,74.07045364379883,undefined,undefined,undefined,undefined,3429,undefined,undefined,undefined,undefined,undefined,22.687342992867343,undefined,undefined,undefined,undefined,undefined,29.83585999754723,undefined,undefined,undefined,0.005254237288135632,0.3008474576271186,0.002881355932203178,0.32016949152541385,0.004745762711864908,0.3045762711864604,0.0037288135593220146,0.3188135593220561,0.003050847457627234,0.3020338983050798,0.0022033898305083973,0.3091525423729085,0.004067796610169646,0.31796610169494977,0.002711864406779603,0.3098305084746182,4089.69875529661,13527.697563559323,3414.6169888771187,8877.375529661016
1758884040000,undefined,undefined,23.447848012438044,undefined,undefined,undefined,3783,undefined,undefined,undefined,3773,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,77.52251625061035,undefined,undefined,undefined,undefined,3579,undefined,undefined,undefined,undefined,undefined,16.69680701161269,undefined,undefined,undefined,undefined,undefined,23.447848012438044,undefined,undefined,undefined,0.0050847457627120575,0.2738983050847433,0.002372881355932454,0.28542372881356176,0.004406779661016795,0.26932203389829523,0.004745762711864426,0.2738983050847433,0.005932203389830894,0.26711864406783115,0.001186440677965986,0.272203389830469,0.0033898305084743836,0.2767796610169171,0.0033898305084748654,0.24338983050842278,1533.6164592161017,15030.954184322034,853.6344014830509,9863.833951271186
1758884100000,undefined,undefined,171.8855840008473,undefined,undefined,undefined,3963,undefined,undefined,undefined,3953,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,56.82229995727539,undefined,undefined,undefined,undefined,3758,undefined,undefined,undefined,undefined,undefined,17.875872013974003,undefined,undefined,undefined,undefined,undefined,171.8855840008473,undefined,undefined,undefined,0.003898305084746071,0.34711864406785087,0.0033898305084743836,0.392033898305102,0.002711864406780085,0.3937288135593763,0.0033898305084743836,0.35033898305081784,0.006101694915253505,0.38542372881352477,0.002033898305084823,0.3542372881356179,0.00423728813559322,0.3638983050847655,0.00457627118644037,0.3550847457627242,4089.589314088983,16031.91267213983,3414.4892081567796,10520.22358315678
1758884160000,undefined,undefined,32.16182999312878,undefined,undefined,undefined,4143,undefined,undefined,undefined,4133,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,75.01506805419922,undefined,undefined,undefined,undefined,3938,undefined,undefined,undefined,undefined,undefined,25.447416002862155,undefined,undefined,undefined,undefined,undefined,32.16182999312878,undefined,undefined,undefined,0.004067796610169646,0.42694915254235066,0.0028813559322036597,0.4310169491525473,0.004067796610169646,0.46983050847453434,0.0037288135593220146,0.3861016949152345,0.004406779661017758,0.44728813559321046,0.0010169491525424115,0.3959322033897787,0.00423728813559322,0.437288135593208,0.003050847457627234,0.40525423728813315,3578.415055614407,13025.192465572034,2987.692399364407,8546.855667372882
1758884220000,undefined,undefined,103.87605399591848,undefined,undefined,undefined,4323,undefined,undefined,undefined,4313,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,73.75097274780273,undefined,undefined,undefined,undefined,4110,undefined,undefined,undefined,undefined,undefined,19.2521429999033,undefined,undefined,undefined,undefined,undefined,103.87605399591848,undefined,undefined,undefined,0.0038983050847451075,0.36169491525423975,0.002033898305084823,0.34864406779660523,0.005084745762711094,0.3606779661016752,0.004067796610169646,0.36457627118647523,0.00423728813559322,0.35186440677969555,0.0022033898305083973,0.3593220338983174,0.00423728813559322,0.36101694915253,0.0022033898305083973,0.342881355932196,2556.1882282838983,15530.015757415254,2134.2351694915255,10190.360632944916
1758884280000,undefined,undefined,32.0366619998822,undefined,undefined,undefined,4503,undefined,undefined,undefined,4493,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,78.71532440185547,undefined,undefined,undefined,undefined,4277,undefined,undefined,undefined,undefined,undefined,25.253724001231603,undefined,undefined,undefined,undefined,undefined,32.0366619998822,undefined,undefined,undefined,0.004067796610169646,0.30576271186442155,0.0033898305084743836,0.30355932203389585,0.00423728813559322,0.3110169491525794,0.0018644067796612482,0.29474576271185454,0.004406779661016795,0.3072881355932376,0.0037288135593220146,0.30983050847455657,0.0037288135593215328,0.3137288135592949,0.002711864406779603,0.2940677966101448,2556.357852224576,15530.796279131357,2134.3896980932204,10191.048199152543
1758884340000,undefined,undefined,121.87452100624796,undefined,undefined,undefined,4683,undefined,undefined,undefined,4673,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,75.82902908325195,undefined,undefined,undefined,undefined,4455,undefined,undefined,undefined,undefined,undefined,18.640882990439422,undefined,undefined,undefined,undefined,undefined,121.87452100624796,undefined,undefined,undefined,0.00457627118644037,0.3527118644067402,0.002033898305084823,0.3593220338983174,0.0033898305084743836,0.35186440677969555,0.0037288135593220146,0.3427118644067994,0.003898305084746071,0.36084745762713344,0.0033898305084748654,0.3386440677966028,0.004915254237288482,0.3681355932203587,0.0028813559322036597,0.34169491525423484,4089.96484375,15529.828853283898,3414.809123411017,10189.984043961864
1758884400000,undefined,undefined,105.90251401299611,undefined,undefined,undefined,4863,undefined,undefined,undefined,4853,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,78.66477966308594,undefined,undefined,undefined,undefined,4635,undefined,undefined,undefined,undefined,undefined,19.134075002511963,undefined,undefined,undefined,undefined,undefined,105.90251401299611,undefined,undefined,undefined,0.004067796610169646,0.4325423728813633,0.001186440677965986,0.4203389830508351,0.00423728813559322,0.443728813559327,0.0035593220338979584,0.4223728813559643,0.0037288135593215328,0.4838983050847334,0.0038983050847455894,0.37220338983049367,0.00457627118644037,0.44966101694919447,0.002881355932203178,0.4144067796610293,1533.723781779661,15530.250728283898,1280.53515625,10190.29091631356
1758884460000,undefined,undefined,68.71993700042367,undefined,undefined,undefined,5043,undefined,undefined,undefined,5033,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,79.94890213012695,undefined,undefined,undefined,undefined,4815,undefined,undefined,undefined,undefined,undefined,18.608693993883207,undefined,undefined,undefined,undefined,undefined,68.71993700042367,undefined,undefined,undefined,0.004576271186441333,0.3683050847457553,0.0016949152542371918,0.3496610169491698,0.0033898305084743836,0.32474576271186195,0.002203389830508879,0.3822033898305578,0.004915254237288482,0.3700000000000296,0.002881355932203178,0.3530508474575951,0.004067796610169646,0.3708474576271359,0.002711864406779603,0.352372881355947,1022.444716631356,12024.200542902543,853.6491657838983,7889.961268538135
1758884520000,undefined,undefined,48.544145000050776,undefined,undefined,undefined,5223,undefined,undefined,undefined,5213,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,75.29473304748535,undefined,undefined,undefined,undefined,4984,undefined,undefined,undefined,undefined,undefined,18.436063997796737,undefined,undefined,undefined,undefined,undefined,48.544145000050776,undefined,undefined,undefined,0.00457627118644037,0.30864406779659537,0.0022033898305083973,0.30779661016948906,0.003389830508475347,0.311864406779624,0.0022033898305083973,0.30983050847455657,0.003050847457627234,0.307118644067841,0.002711864406780085,0.29932203389830264,0.0050847457627120575,0.3167796610169886,0.002372881355932454,0.29932203389830264,1022.4508077330509,14027.699417372882,853.6533368644068,9204.334149894068
1758884580000,undefined,undefined,31.61224300856702,undefined,undefined,undefined,5403,undefined,undefined,undefined,5393,undefined,undefined,undefined,undefined,undefined,1,undefined,undefined,undefined,undefined,undefined,78.27067375183105,undefined,undefined,undefined,undefined,5152,undefined,undefined,undefined,undefined,undefined,24.994784005684778,undefined,undefined,undefined,undefined,undefined,31.61224300856702,undefined,undefined,undefined,0.003898305084746071,0.2945762711863963,0.002881355932203178,0.28406779661020404,0.005254237288135632,0.2730508474575753,0.0016949152542371918,0.29457627118645796,0.003220338983050809,0.27779661016948165,0.0035593220338979584,0.3028813559321861,0.003898305084746071,0.2844067796610589,0.002711864406779603,0.29932203389830264,1022.4414724576271,15532.262248411016,853.6423463983051,10192.008871822034
1758884640000,undefined,undefined,114.78936800267547,undefined,undefined,undefined,5583,undefined,undefined,undefined,5573,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,78.4001350402832,undefined,undefined,undefined,undefined,5327,undefined,undefined,undefined,undefined,undefined,17.9981559922453,undefined,undefined,undefined,undefined,undefined,114.78936800267547,undefined,undefined,undefined,0.004745762711863944,0.35186440677969555,0.0016949152542371918,0.3452542372881183,0.004915254237287519,0.3638983050847655,0.003050847457627234,0.3398305084746256,0.004406779661016795,0.3415254237288382,0.0018644067796607664,0.3681355932203587,0.002542372881355547,0.3776271186440481,0.003220338983050809,0.3389830508474576,2045.0146980932204,15533.430548199152,1707.4108845338983,10193.074549788136
1758884700000,undefined,undefined,162.36562399717513,undefined,undefined,undefined,5763,undefined,undefined,undefined,5753,undefined,undefined,undefined,undefined,undefined,7,undefined,undefined,undefined,undefined,undefined,73.31371307373047,undefined,undefined,undefined,undefined,5507,undefined,undefined,undefined,undefined,undefined,21.561487010330893,undefined,undefined,undefined,undefined,undefined,162.36562399717513,undefined,undefined,undefined,0.005593220338982781,0.3940677966101695,0.0022033898305083973,0.42084745762714826,0.00457627118644037,0.43288135593215654,0.0025423728813560287,0.4072881355932006,0.0035593220338979584,0.44406779661012014,0.0016949152542376734,0.3825423728814127,0.005254237288135632,0.42694915254235066,0.0033898305084743836,0.3772881355931932,3578.9883474576272,14029.734838453389,2561.279197563559,9206.086268538136
1758884760000,undefined,undefined,160.7798180048121,undefined,undefined,undefined,5943,undefined,undefined,undefined,5933,undefined,undefined,undefined,undefined,undefined,10,undefined,undefined,undefined,undefined,undefined,71.66671752929688,undefined,undefined,undefined,undefined,5685,undefined,undefined,undefined,undefined,undefined,18.11449100205209,undefined,undefined,undefined,undefined,undefined,160.7798180048121,undefined,undefined,undefined,0.005593220338983744,0.41423728813557104,0.002372881355931972,0.40830508474576516,0.0035593220338989216,0.4067796610169492,0.0025423728813560287,0.4076271186440555,0.005423728813559206,0.4293220338983347,0.003220338983050809,0.3830508474576641,0.004406779661016795,0.4406779661016949,0.002033898305084823,0.3888135593220117,2556.47265625,16533.982256355932,2134.4445842161017,10848.863810911016
1758884820000,undefined,undefined,106.3073510013055,undefined,undefined,undefined,6123,undefined,undefined,undefined,6113,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,75.74987411499023,undefined,undefined,undefined,undefined,5866,undefined,undefined,undefined,undefined,undefined,16.848104001837783,undefined,undefined,undefined,undefined,undefined,106.3073510013055,undefined,undefined,undefined,0.005254237288135632,0.39254237288135346,0.001525423728813617,0.3796610169491155,0.003050847457627234,0.3911864406779957,0.002033898305084823,0.381016949152535,0.0037288135593224964,0.4016949152542496,0.0022033898305083973,0.36203389830509464,0.004915254237288482,0.4084745762712234,0.0025423728813560287,0.3601694915254237,1022.5622351694915,14530.664856991525,853.7470868644068,9534.49609375
1758884880000,undefined,undefined,81.71386100002564,undefined,undefined,undefined,6303,undefined,undefined,undefined,6293,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,78.81927490234375,undefined,undefined,undefined,undefined,6046,undefined,undefined,undefined,undefined,undefined,22.59861899074167,undefined,undefined,undefined,undefined,undefined,81.71386100002564,undefined,undefined,undefined,0.004406779661016795,0.3511864406779858,0.002711864406779603,0.36203389830509464,0.0022033898305083973,0.3640677966101621,0.002372881355931972,0.34305084745759257,0.004915254237288482,0.3606779661016752,0.002711864406780085,0.3355932203389707,0.004745762711864908,0.36593220338983296,0.0028813559322036597,0.3479661016949572,2556.502052436441,15031.703191207627,2134.4570974576272,9863.154992055084
1758884940000,undefined,undefined,54.939047011430375,undefined,undefined,undefined,6483,undefined,undefined,undefined,6473,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,79.2543888092041,undefined,undefined,undefined,undefined,6214,undefined,undefined,undefined,undefined,undefined,21.767586993519217,undefined,undefined,undefined,undefined,undefined,54.939047011430375,undefined,undefined,undefined,0.0050847457627120575,0.3033898305084992,0.003220338983050809,0.3215254237288333,0.002542372881355547,0.326271186440678,0.0018644067796607664,0.29271186440678704,0.0050847457627120575,0.2974576271186317,0.002033898305084823,0.30983050847455657,0.005254237288135632,0.3091525423729085,0.0030508474576267527,0.30016949152540895,2045.1975635593221,15030.57997881356,1280.6706170550847,9861.930084745763
1758885000000,undefined,undefined,77.81390100717545,undefined,undefined,undefined,6663,undefined,undefined,undefined,6653,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,79.51498031616211,undefined,undefined,undefined,undefined,6383,undefined,undefined,undefined,undefined,undefined,22.95494500140194,undefined,undefined,undefined,undefined,undefined,77.81390100717545,undefined,undefined,undefined,0.00423728813559322,0.31762711864409493,0.003220338983050809,0.3228813559321911,0.005254237288135632,0.31389830508475314,0.002372881355932454,0.32440677966100706,0.0037288135593215328,0.31305084745764683,0.0018644067796607664,0.29881355932205117,0.004915254237287519,0.30576271186442155,0.00423728813559322,0.3159322033898823,3578.982521186441,14028.10798463983,2988.1046742584745,9203.953389830509
1758885060000,undefined,undefined,53.92030399525538,undefined,undefined,undefined,6843,undefined,undefined,undefined,6833,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,80.09815216064453,undefined,undefined,undefined,undefined,6558,undefined,undefined,undefined,undefined,undefined,20.860662989434786,undefined,undefined,undefined,undefined,undefined,53.92030399525538,undefined,undefined,undefined,0.0035593220338979584,0.35474576271186936,0.003050847457627234,0.3266101694915328,0.004067796610169646,0.32355932203390075,0.002372881355931972,0.33881355932206103,0.00423728813559322,0.336440677966077,0.0025423728813560287,0.33796610169489305,0.004406779661016795,0.3338983050847581,0.003050847457627234,0.327796610169494,1022.6398967161017,13026.690413135593,853.8128310381356,8547.027939618643
